Pclass,Sex,Age,SibSp,Parch,Fare,Group_Size,Fare_per_person,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other
2,0,1.647490078062505,-0.46508427634374117,-0.46618317148792077,-0.40176342405549936,-0.5761505936934956,-0.2437444071931627,False,False,True,0.0,0.0,0.0,0.0,1.0
2,0,1.3401788940549537,-0.46508427634374117,-0.46618317148792077,-0.35022813366574784,-0.5761505936934956,-0.1298844129176589,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.8878271899997933,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
2,0,0.49507313803418757,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,0.0,1.0,0.0,0.0
2,1,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,1.0,0.0,0.0,0.0
2,1,-0.580516005992242,0.4783345406270387,0.7277823612437324,-0.058715379945941185,0.1576941696513503,-0.15288643196321522,False,False,True,0.0,0.0,0.0,1.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,1.0,0.0,0.0,0.0
2,0,-0.35003261798657853,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5761505936934956,-0.4873725921160772,True,False,False,0.0,0.0,1.0,0.0,0.0
2,1,0.18776195402663626,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5761505936934956,-0.46226358812594787,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.8109993939979054,0.4783345406270387,-0.46618317148792077,-0.4990204076322475,-0.5761505936934956,-0.4586200683091318,False,False,True,0.0,1.0,0.0,0.0,0.0
1,0,1.7243178740643927,-0.46508427634374117,-0.46618317148792077,-0.02748187061881904,-0.5761505936934956,0.5831781774945873,False,False,True,0.0,0.0,0.0,0.0,1.0
1,0,3.1840459981002613,-0.46508427634374117,-0.46618317148792077,0.05901829234566822,-0.5761505936934956,0.7742881525326877,True,False,False,0.0,0.0,1.0,0.0,0.0
3,0,0.18776195402663626,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5761505936934956,-0.45536298241228096,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.8109993939979054,-0.46508427634374117,-0.46618317148792077,-0.5032723293686463,-0.5761505936934956,-0.4680140928873369,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.1576941696513503,-0.46341368907822567,False,True,False,0.0,0.0,1.0,0.0,0.0
3,1,-0.580516005992242,-0.46508427634374117,-0.46618317148792077,-0.4577234615999265,-0.5761505936934956,-0.367380259563028,False,False,True,0.0,1.0,0.0,0.0,0.0
1,0,1.570662282060617,0.4783345406270387,-0.46618317148792077,0.5014055539871158,0.1576941696513503,0.46586788036225,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-1.963416334026223,2.3651721745685985,1.9217478939753856,-0.08161995345249745,3.0930732230307343,-0.606026207160675,False,False,True,1.0,0.0,0.0,0.0,0.0
1,1,0.49507313803418757,0.4783345406270387,1.9217478939753856,1.836117519232802,1.6253836963410422,0.560176158449031,False,False,True,0.0,0.0,0.0,1.0,0.0
1,0,-0.8109993939979054,0.4783345406270387,-0.46618317148792077,0.4431030032431546,-0.5761505936934956,1.6228694383537334,False,False,True,0.0,0.0,1.0,0.0,0.0
1,1,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.017070700843111658,0.1576941696513503,-0.10688239387210258,True,False,False,0.0,1.0,0.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,3.82691798637558,-0.4486542792575084,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5761505936934956,-0.486415708123782,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.6573438019941298,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
2,0,0.03410636202286062,0.4783345406270387,-0.46618317148792077,-0.162827077703015,0.1576941696513503,-0.2678965271909969,True,False,False,0.0,0.0,1.0,0.0,0.0
2,1,-0.8878271899997933,-0.46508427634374117,0.7277823612437324,-0.18364941725442976,0.1576941696513503,-0.2908985462365532,False,False,True,0.0,1.0,0.0,0.0,0.0
3,0,-0.8109993939979054,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,1.6253836963410422,-0.8199449842843488,False,False,True,0.0,0.0,1.0,0.0,0.0
1,1,0.6487287300379633,-0.46508427634374117,-0.46618317148792077,4.075039579498675,1.6253836963410422,1.7968222073857532,True,False,False,0.0,1.0,0.0,0.0,0.0
3,0,-1.502449558014896,2.3651721745685985,1.9217478939753856,-0.08161995345249745,3.0930732230307343,-0.606026207160675,False,False,True,1.0,0.0,0.0,0.0,0.0
2,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5761505936934956,-0.8199449842843488,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.0427214339790272,0.4783345406270387,0.7277823612437324,-0.4447094993802923,0.1576941696513503,-0.5792863600202157,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5102998689672489,-0.5761505936934956,-0.48354045574308746,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.11954922998091504,0.4783345406270387,-0.46618317148792077,-0.3325291450470453,0.1576941696513503,-0.45536298241228096,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,0.7255565260398511,0.4783345406270387,5.503644492170345,-0.01134455746647263,3.82691798637558,-0.614405514098699,False,False,True,0.0,0.0,0.0,1.0,0.0
3,1,-2.1170719260299986,-0.46508427634374117,0.7277823612437324,-0.4447094993802923,0.1576941696513503,-0.5792863600202157,False,False,True,0.0,1.0,0.0,0.0,0.0
2,0,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5761505936934956,-0.33690258432766584,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.35003261798657853,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,-0.5761505936934956,-0.48756580907605984,True,False,False,0.0,0.0,1.0,0.0,0.0
3,0,-1.1951383740073447,3.3085909915393783,0.7277823612437324,0.1638233740098041,3.0930732230307343,-0.5156474406608432,False,False,True,0.0,0.0,1.0,0.0,0.0
1,1,0.41824534203229974,0.4783345406270387,-0.46618317148792077,0.4201984297365983,0.1576941696513503,0.37616000608458033,False,False,True,0.0,0.0,0.0,1.0,0.0
1,0,-0.9646549860016811,-0.46508427634374117,1.9217478939753856,1.6462864962444193,1.6253836963410422,0.4553249049327193,True,False,False,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5017106539022903,-0.5761505936934956,-0.4645637900305035,False,True,False,0.0,0.0,1.0,0.0,0.0
3,1,-0.8878271899997933,-0.46508427634374117,-0.46618317148792077,-0.5220124349649197,-0.5761505936934956,-0.5094177271693383,False,True,False,0.0,1.0,0.0,0.0,0.0
3,1,-0.5036882099903541,-0.46508427634374117,-0.46618317148792077,-0.5053545633237878,-0.5761505936934956,-0.47261449669644817,False,False,True,0.0,1.0,0.0,0.0,0.0
3,0,1.570662282060617,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
1,1,-0.6573438019941298,1.4217533575978185,1.9217478939753856,4.800698112865479,0.1576941696513503,5.215209762793493,True,False,False,0.0,1.0,0.0,0.0,0.0
1,1,2.1852846500757197,-0.46508427634374117,-0.46618317148792077,2.3883426220079627,0.1576941696513503,2.5503292478858013,True,False,False,0.0,1.0,0.0,0.0,0.0
2,1,-2.0402441300281104,0.4783345406270387,1.9217478939753856,0.2032129937392154,0.8915389329961962,-0.18234128408501832,True,False,False,0.0,1.0,0.0,0.0,0.0
2,1,-1.2719661700092324,-0.46508427634374117,0.7277823612437324,-0.25652760568438143,0.1576941696513503,-0.3714056128960004,False,False,True,0.0,1.0,0.0,0.0,0.0
2,0,2.108456854073832,-0.46508427634374117,-0.46618317148792077,-0.40540733347699703,-0.5761505936934956,-0.25179511385910747,False,True,False,0.0,0.0,0.0,0.0,1.0
2,0,-1.041482782003569,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,0.1576941696513503,-0.2218924890998842,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,1.0,0.0,0.0,0.0
2,0,2.3389402420794956,0.4783345406270387,0.7277823612437324,0.14950801556820642,0.1576941696513503,0.07713375849234806,False,False,True,0.0,0.0,1.0,0.0,0.0
1,0,-0.580516005992242,-0.46508427634374117,-0.46618317148792077,2.1616394001419343,0.8915389329961962,1.2599481822567544,True,False,False,0.0,0.0,1.0,0.0,0.0
2,0,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.9646549860016811,-0.46508427634374117,-0.46618317148792077,-0.48218971057283894,-0.5761505936934956,-0.4214350043200854,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.35003261798657853,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5761505936934956,-0.4567063003245414,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.19637702598280285,-0.46508427634374117,-0.46618317148792077,-0.48218971057283894,-0.5761505936934956,-0.4214350043200854,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,0.49507313803418757,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,1.6253836963410422,-0.8199449842843488,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,0.0,1.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5761505936934956,-0.4873725921160772,True,False,False,0.0,0.0,0.0,1.0,0.0
3,0,-0.0427214339790272,-0.46508427634374117,-0.46618317148792077,-0.46509873426903764,-0.5761505936934956,-0.3836748898549001,False,False,True,0.0,0.0,1.0,0.0,0.0
1,1,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,1.5534542598223466,0.1576941696513503,1.6280448926389834,True,False,False,0.0,1.0,0.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
1,0,1.647490078062505,-0.46508427634374117,0.7277823612437324,0.6154953168572276,-0.5761505936934956,2.003746070517673,True,False,False,0.0,0.0,1.0,0.0,0.0
3,1,-1.041482782003569,-0.46508427634374117,-0.46618317148792077,-0.5015378284840135,-0.5761505936934956,-0.4641819565143473,False,True,False,0.0,1.0,0.0,0.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,1.0,0.0,0.0,0.0
3,1,-2.1938997220318863,-0.46508427634374117,1.9217478939753856,-0.3347842044204636,0.1576941696513503,-0.4578541010749147,True,False,False,0.0,1.0,0.0,0.0,0.0
3,0,-0.580516005992242,-0.46508427634374117,-0.46618317148792077,-0.5002364322620501,-0.5761505936934956,-0.4613067041336527,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.08113533197997112,0.4783345406270387,0.7277823612437324,-0.1970111125445726,0.1576941696513503,-0.30565894185808673,True,False,False,0.0,1.0,0.0,0.0,0.0
3,0,-1.7329329460205594,3.3085909915393783,0.7277823612437324,-0.05611258750201434,2.3592284596858883,-0.5519714624036176,False,True,False,1.0,0.0,0.0,0.0,0.0
1,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.02748187061881904,-0.5761505936934956,0.5831781774945873,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,0.4783345406270387,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,0.0,1.0,0.0,0.0
1,1,0.2645897500285241,0.4783345406270387,-0.46618317148792077,0.4431030032431546,0.1576941696513503,0.40146222703469236,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-1.7329329460205594,3.3085909915393783,0.7277823612437324,0.1638233740098041,3.0930732230307343,-0.5156474406608432,False,False,True,1.0,0.0,0.0,0.0,0.0
3,0,0.18776195402663626,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,0.0,1.0,0.0,0.0
2,0,1.570662282060617,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5761505936934956,-0.2218924890998842,False,False,True,0.0,0.0,1.0,0.0,0.0
2,0,2.2621124460776074,-0.46508427634374117,-0.46618317148792077,-0.38146164299287,-0.5761505936934956,-0.1988904700543279,False,False,True,0.0,0.0,1.0,0.0,0.0
1,0,-0.11954922998091504,0.4783345406270387,-0.46618317148792077,1.0484250718744228,0.1576941696513503,1.0701493223042513,True,False,False,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
1,0,2.3389402420794956,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5761505936934956,0.40146222703469236,False,False,True,0.0,0.0,0.0,0.0,1.0
3,1,-0.9646549860016811,-0.46508427634374117,-0.46618317148792077,-0.36150759500074925,0.1576941696513503,-0.4873748923179817,True,False,False,0.0,1.0,0.0,0.0,0.0
2,0,0.22617585202758017,0.4783345406270387,-0.46618317148792077,-0.03641881875428629,0.1576941696513503,-0.12825586996923355,True,False,False,0.0,0.0,1.0,0.0,0.0
1,1,-0.6573438019941298,-0.46508427634374117,-0.46618317148792077,0.9607109665140879,0.8915389329961962,0.37552054995511375,False,False,True,0.0,1.0,0.0,0.0,0.0
3,0,-2.0402441300281104,3.3085909915393783,1.9217478939753856,-0.009002044266938455,1.6253836963410422,-0.4589570478881491,False,False,True,1.0,0.0,0.0,0.0,0.0
2,0,-0.8109993939979054,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5761505936934956,-0.33690258432766584,False,False,True,0.0,0.0,1.0,0.0,0.0
2,1,-0.42686041398846636,1.4217533575978185,3.1157134267070385,-0.2721443603479425,0.8915389329961962,-0.5324197462148946,False,False,True,0.0,0.0,0.0,1.0,0.0
1,1,-0.8878271899997933,-0.46508427634374117,1.9217478939753856,0.9959361183332165,0.8915389329961962,0.40146222703469236,False,False,True,0.0,1.0,0.0,0.0,0.0
1,1,1.4938344860587294,-0.46508427634374117,-0.46618317148792077,-0.1226566202404256,-0.5761505936934956,0.37290292018772964,False,False,True,0.0,0.0,0.0,0.0,1.0
3,1,0.8792121180436268,-0.46508427634374117,1.9217478939753856,-0.24169168875399843,0.1576941696513503,-0.3550166743260415,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,0.03410636202286062,-0.46508427634374117,-0.46618317148792077,-0.464751001198529,-0.5761505936934956,-0.38290662241877854,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,2.2621124460776074,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5761505936934956,-0.486415708123782,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-1.963416334026223,-0.46508427634374117,0.7277823612437324,-0.3831961438775028,-0.5761505936934956,-0.20272260642731754,True,False,False,0.0,1.0,0.0,0.0,0.0
3,1,-0.08113533197997112,-0.46508427634374117,1.9217478939753856,-0.3451100026040101,0.1576941696513503,-0.4692608023196061,True,False,False,0.0,0.0,0.0,1.0,0.0
3,0,1.647490078062505,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,False,True,0.0,0.0,1.0,0.0,0.0
2,1,1.186523302051178,0.4783345406270387,0.7277823612437324,-0.11597681371233177,0.8915389329961962,-0.417409650987113,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-0.8878271899997933,0.4783345406270387,0.7277823612437324,-0.24169168875399843,0.1576941696513503,-0.3550166743260415,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.08113533197997112,7.082266259422497,1.9217478939753856,0.7856304888639273,3.82691798637558,-0.3628620058219366,False,False,True,0.0,1.0,0.0,0.0,0.0
3,1,-0.08113533197997112,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.1576941696513503,-0.46341368907822567,False,True,False,0.0,1.0,0.0,0.0,0.0
2,0,-0.11954922998091504,-0.46508427634374117,0.7277823612437324,0.024573978259717865,0.8915389329961962,-0.3139005652821095,False,False,True,0.0,0.0,0.0,0.0,1.0
3,0,1.9932151600710002,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
1,0,-0.42686041398846636,-0.46508427634374117,0.7277823612437324,4.491398916700854,0.1576941696513503,4.87353317148699,True,False,False,0.0,0.0,1.0,0.0,0.0
1,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5761505936934956,-0.8199449842843488,False,False,True,0.0,0.0,1.0,0.0,0.0
3,1,-0.08113533197997112,0.4783345406270387,-0.46618317148792077,-0.32732356015919156,-0.5761505936934956,-0.07927997101743492,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-0.08113533197997112,0.4783345406270387,1.9217478939753856,-0.17427936445629313,0.1576941696513503,-0.2805476376660529,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,7.082266259422497,1.9217478939753856,0.7856304888639273,3.82691798637558,-0.3628620058219366,False,False,True,1.0,0.0,0.0,0.0,0.0
2,1,-0.0427214339790272,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,-0.5761505936934956,0.37616000608458033,False,False,True,0.0,0.0,0.0,1.0,0.0
1,1,2.1852846500757197,-0.46508427634374117,0.7277823612437324,2.5328850564720184,0.8915389329961962,1.5333532475681102,False,False,True,0.0,0.0,0.0,1.0,0.0
3,1,-0.2732048219846907,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5761505936934956,-0.45536298241228096,False,False,True,0.0,1.0,0.0,0.0,0.0
1,1,1.1096955060492901,-0.46508427634374117,0.7277823612437324,0.5446993623824175,0.1576941696513503,0.5136936783617707,True,False,False,0.0,0.0,0.0,1.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,-0.5761505936934956,-0.48756580907605984,True,False,False,0.0,0.0,1.0,0.0,0.0
3,0,0.18776195402663626,-0.46508427634374117,-0.46618317148792077,-0.4884364124382633,-0.5761505936934956,-0.43523621574741916,False,False,True,0.0,0.0,1.0,0.0,0.0
2,0,-0.2732048219846907,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5761505936934956,-0.33690258432766584,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-1.041482782003569,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5761505936934956,-0.44961247765089185,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.8109993939979054,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5761505936934956,-0.46226358812594787,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5761505936934956,-0.4567063003245414,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,1.4170066900568414,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,-0.5761505936934956,-0.4586200683091318,False,False,True,0.0,0.0,1.0,0.0,0.0
3,0,-0.08113533197997112,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5761505936934956,-0.46341368907822567,False,True,False,0.0,0.0,1.0,0.0,0.0
3,0,-1.5792773540167837,4.252009808510158,1.9217478939753856,0.314004498024383,3.0930732230307343,-0.46034675320548485,False,False,True,1.0,0.0,0.0,0.0,0.0
1,1,0.41824534203229974,0.4783345406270387,-0.46618317148792077,1.0755815671173778,0.1576941696513503,1.1001485555434656,False,False,True,0.0,0.0,0.0,1.0,0.0
3,0,-1.3487939660111203,0.4783345406270387,-0.46618317148792077,-0.42848473240183,0.1576941696513503,-0.5613631867799181,True,False,False,1.0,0.0,0.0,0.0,0.0
3,1,0.11093415802474844,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,-0.5761505936934956,-0.4586200683091318,False,False,True,0.0,1.0,0.0,0.0,0.0
2,1,-0.19637702598280285,0.4783345406270387,-0.46618317148792077,-0.3740009987315981,-0.5761505936934956,-0.18240722320628222,True,False,False,0.0,1.0,0.0,0.0,0.0
